TIME_ID;UNIQUE_ID;CASE_NUMBER;DATE;MONTH;DAY_OF_WEEK;HOUR
1;HOM-JF167335-#1;JF167335;2022-03-08;3;3;15
2;SHOOT-JB114490-#1;JB114490;2018-01-13;1;7;1
3;HOM-JF293080-#1;JF293080;2022-06-25;6;7;0
4;HOM-JG150300-#1;JG150300;2023-02-12;2;1;17
5;HOM-JG147400-#1;JG147400;2023-02-10;2;6;10
6;HOM-JG155527-#1;JG155527;2023-02-16;2;5;16
7;SHOOT-HZ447259-#1;HZ447259;2016-09-24;9;7;2
8;HOM-JG214225-#2;JG214225;2023-04-07;4;6;12
9;SHOOT-JC293192-#1;JC293192;2019-06-05;6;4;13
10;SHOOT-JD204846-#1;JD204846;2020-04-08;4;4;14
11;SHOOT-JD382340-#1;JD382340;2020-09-28;9;2;17
12;HOM-JF234861-#1;JF234861;2022-05-08;5;1;20
13;SHOOT-JF400429-#1;JF400429;2022-09-18;9;1;2
14;SHOOT-JE309682-#1;JE309682;2021-07-21;7;4;23
15;SHOOT-JF505958-#1;JF505958;2022-12-11;12;1;1
16;SHOOT-JE281830-#6;JE281830;2021-06-27;6;1;22
17;SHOOT-JG123894-#1;JG123894;2023-01-21;1;7;3
18;SHOOT-JC213016-#1;JC213016;2019-04-05;4;6;17
19;SHOOT-JE240540-#1;JE240540;2021-05-24;5;2;0
20;SHOOT-JE285535-#1;JE285535;2021-07-01;7;5;2
21;SHOOT-JG120299-#1;JG120299;2023-01-18;1;4;6
22;SHOOT-HY546459-#1;HY546459;2015-12-22;12;3;13
23;HOM-JG196983-#2;JG196983;2023-03-24;3;6;8
24;SHOOT-HY546283-#1;HY546283;2015-12-22;12;3;10
25;SHOOT-HY547693-#1;HY547693;2015-12-23;12;4;14
26;HOM-JG230817-#1;JG230817;2023-04-20;4;5;12
27;SHOOT-JG134757-#1;JG134757;2023-01-30;1;2;13
28;SHOOT-JG231396-#1;JG231396;2023-04-20;4;5;19
29;SHOOT-JG230371-#1;JG230371;2023-04-20;4;5;5
30;SHOOT-JF482140-#1;JF482140;2022-11-20;11;1;23
31;SHOOT-JG162725-#1;JG162725;2023-02-23;2;5;8
32;HOM-JG148375-#1;JG148375;2023-02-11;2;7;2
33;SHOOT-JF429688-#1;JF429688;2022-10-10;10;2;16
34;SHOOT-JG231191-#1;JG231191;2023-04-20;4;5;16
35;HOM-JG222030-#1;JG222030;2023-04-13;4;5;16
36;HOM-JG222358-#1;JG222358;2023-04-13;4;5;19
37;HOM-JG222447-#1;JG222447;2023-04-13;4;5;21
38;SHOOT-JG133011-#1;JG133011;2023-01-28;1;7;17
39;SHOOT-JG164682-#1;JG164682;2023-02-24;2;6;18
40;SHOOT-JF437318-#1;JF437318;2022-10-16;10;1;23
41;SHOOT-JG116382-#1;JG116382;2023-01-14;1;7;18
42;SHOOT-JG230267-#1;JG230267;2023-04-20;4;5;0
43;SHOOT-JG222223-#1;JG222223;2023-04-13;4;5;18
44;SHOOT-JG151742-#1;JG151742;2023-02-13;2;2;20
45;SHOOT-JG230248-#1;JG230248;2023-04-20;4;5;0
46;SHOOT-JG222113-#1;JG222113;2023-04-13;4;5;15
47;HOM-D183778-#1;D183778;1999-03-30;3;3;20
48;SHOOT-JG165073-#2;JG165073;2023-02-25;2;7;4
49;SHOOT-HY548968-#1;HY548968;2015-12-24;12;5;13
50;SHOOT-HY549519-#1;HY549519;2015-12-25;12;6;2
51;SHOOT-HY549568-#1;HY549568;2015-12-25;12;6;3
52;SHOOT-HY549899-#1;HY549899;2015-12-25;12;6;15
53;SHOOT-HY549933-#1;HY549933;2015-12-25;12;6;16
54;SHOOT-HY549948-#1;HY549948;2015-12-25;12;6;16
55;HOM-JG149468-#1;JG149468;2023-02-12;2;1;1
56;HOM-JG149469-#1;JG149469;2023-02-12;2;1;1
57;SHOOT-JD320760-#1;JD320760;2020-08-04;8;3;16
58;HOM-JG123720-#1;JG123720;2023-01-20;1;6;22
59;SHOOT-JD189162-#1;JD189162;2020-03-18;3;4;1
60;SHOOT-JD202329-#1;JD202329;2020-04-05;4;1;1
61;HOM-JG149503-#1;JG149503;2023-02-12;2;1;2
62;SHOOT-JE188606-#1;JE188606;2021-04-03;4;7;19
63;HOM-JG231172-#1;JG231172;2023-04-20;4;5;16
64;SHOOT-HZ448232-#1;HZ448232;2016-09-24;9;7;20
65;SHOOT-JC321957-#1;JC321957;2019-06-25;6;3;20
66;SHOOT-JG232072-#1;JG232072;2023-04-21;4;6;13
67;SHOOT-JG232216-#1;JG232216;2023-04-21;4;6;14
68;SHOOT-JE316409-#1;JE316409;2021-07-27;7;3;18
69;SHOOT-JE243789-#1;JE243789;2021-05-26;5;4;16
70;SHOOT-JE258648-#1;JE258648;2021-06-08;6;3;17
71;SHOOT-JE260193-#1;JE260193;2021-06-09;6;4;21
72;SHOOT-JG232690-#1;JG232690;2023-04-21;4;6;21
73;SHOOT-JG231613-#1;JG231613;2023-04-21;4;6;1
74;HOM-JG232109-#1;JG232109;2023-04-21;4;6;13
75;SHOOT-JG232335-#1;JG232335;2023-04-21;4;6;16
76;SHOOT-JF492185-#1;JF492185;2022-11-29;11;3;17
77;SHOOT-JG101589-#1;JG101589;2023-01-02;1;2;11
78;SHOOT-JG153235-#1;JG153235;2023-02-15;2;4;1
79;SHOOT-JG190624-#3;JG190624;2023-03-18;3;7;21
80;SHOOT-JG141147-#1;JG141147;2023-02-05;2;1;2
81;SHOOT-JG166032-#1;JG166032;2023-02-25;2;7;22
82;HOM-JG166017-#1;JG166017;2023-02-25;2;7;22
83;SHOOT-JG167180-#1;JG167180;2023-02-26;2;1;21
84;HOM-JG168471-#2;JG168471;2023-02-27;2;2;23
85;SHOOT-HY550266-#1;HY550266;2015-12-26;12;7;5
86;SHOOT-HY550774-#1;HY550774;2015-12-26;12;7;16
87;SHOOT-JG223745-#1;JG223745;2023-04-14;4;6;20
88;SHOOT-JG150539-#1;JG150539;2023-02-12;2;1;23
89;HOM-JG222968-#1;JG222968;2023-04-14;4;6;10
90;SHOOT-JG215848-#1;JG215848;2023-03-18;3;7;14
91;SHOOT-JG165655-#1;JG165655;2023-02-25;2;7;15
92;SHOOT-JG167850-#1;JG167850;2023-02-27;2;2;13
93;HOM-JG168218-#1;JG168218;2023-02-27;2;2;16
94;SHOOT-JG223877-#2;JG223877;2023-04-14;4;6;23
95;SHOOT-JE369608-#1;JE369608;2021-09-11;9;7;13
96;SHOOT-JF417242-#1;JF417242;2022-09-30;9;6;23
97;HOM-JG223134-#1;JG223134;2023-04-14;4;6;13
98;SHOOT-HZ430019-#1;HZ430019;2016-09-11;9;1;20
99;SHOOT-JG222628-#1;JG222628;2023-04-14;4;6;1
100;HOM-JF437336-#1;JF437336;2022-10-17;10;2;0
101;HOM-JF437358-#1;JF437358;2022-10-17;10;2;1
102;HOM-JG153205-#1;JG153205;2023-02-15;2;4;0
103;SHOOT-JE315100-#1;JE315100;2021-07-26;7;2;17
104;SHOOT-JG222638-#1;JG222638;2023-04-14;4;6;1
105;SHOOT-JG223827-#1;JG223827;2023-04-14;4;6;21
106;HOM-JF202059-#1;JF202059;2022-04-08;4;6;22
107;SHOOT-JG223093-#1;JG223093;2023-04-14;4;6;12
108;SHOOT-JF485010-#1;JF485010;2022-11-23;11;4;11
109;SHOOT-JE269948-#1;JE269948;2021-06-17;6;5;22
110;SHOOT-JF506424-#1;JF506424;2022-12-11;12;1;12
111;SHOOT-JF516979-#1;JF516979;2022-12-20;12;3;8
112;SHOOT-JG200844-#1;JG200844;2023-03-27;3;2;12
113;SHOOT-JG223940-#1;JG223940;2023-04-13;4;5;23
114;HOM-JG168616-#1;JG168616;2023-02-28;2;3;10
115;SHOOT-JG157679-#1;JG157679;2023-02-18;2;7;19
116;HOM-JG168771-#1;JG168771;2023-02-28;2;3;9
117;SHOOT-JG175588-#1;JG175588;2023-03-06;3;2;8
118;SHOOT-JG187187-#1;JG187187;2023-03-15;3;4;22
119;SHOOT-JE462975-#1;JE462975;2021-12-01;12;4;20
120;HOM-JG169639-#1;JG169639;2023-02-28;2;3;21
121;SHOOT-HY551835-#1;HY551835;2015-12-27;12;1;16
122;SHOOT-JG205413-#1;JG205413;2023-03-30;3;5;23
123;HOM-JG154291-#1;JG154291;2023-02-16;2;5;0
124;SHOOT-JG225191-#1;JG225191;2023-04-16;4;1;0
125;SHOOT-HZ332217-#1;HZ332217;2016-07-02;7;7;3
126;SHOOT-JF153153-#1;JF153153;2022-02-23;2;4;5
127;HOM-A308084-#1;A308084;1996-05-02;5;5;1
128;SHOOT-JG216158-#1;JG216158;2023-04-09;4;1;3
129;SHOOT-JD279494-#1;JD279494;2020-06-28;6;1;22
130;SHOOT-JE358615-#1;JE358615;2021-09-02;9;5;3
131;SHOOT-JG225286-#1;JG225286;2023-04-16;4;1;4
132;SHOOT-JG218402-#1;JG218402;2023-04-10;4;2;21
133;HOM-JG232820-#1;JG232820;2023-04-22;4;7;1
134;SHOOT-HZ229273-#1;HZ229273;2016-04-17;4;1;4
135;SHOOT-JG231390-#1;JG231390;2023-04-20;4;5;19
136;SHOOT-JF401498-#1;JF401498;2022-09-18;9;1;22
137;SHOOT-JG232816-#1;JG232816;2023-04-22;4;7;0
138;SHOOT-JF201938-#1;JF201938;2022-04-08;4;6;20
139;HOM-JE447754-#1;JE447754;2021-11-17;11;4;0
140;HOM-JG170543-#1;JG170543;2023-03-01;3;4;16
141;SHOOT-JF349714-#1;JF349714;2022-08-09;8;3;0
142;SHOOT-JG170363-#1;JG170363;2023-03-01;3;4;14
143;SHOOT-HY553130-#1;HY553130;2015-12-28;12;2;20
144;SHOOT-JF262824-#1;JF262824;2022-05-31;5;3;18
145;SHOOT-JC357553-#1;JC357553;2019-07-20;7;7;20
146;SHOOT-JG225058-#2;JG225058;2023-04-15;4;7;21
147;HOM-HJ846755-#1;HJ846755;2003-12-30;12;3;22
148;HOM-JG224015-#1;JG224015;2023-04-15;4;7;2
149;HOM-JF325913-#2;JF325913;2022-07-21;7;5;11
150;HOM-JE407860-#1;JE407860;2021-10-13;10;4;0
151;HOM-JG156920-#1;JG156920;2023-02-18;2;7;6
152;SHOOT-JD446156-#1;JD446156;2020-11-30;11;2;20
153;HOM-JG224023-#1;JG224023;2023-04-15;4;7;3
154;SHOOT-JG233553-#1;JG233553;2023-04-22;4;7;17
155;SHOOT-JG233846-#2;JG233846;2023-04-22;4;7;23
156;HOM-JG171194-#1;JG171194;2023-03-02;3;5;10
157;HOM-JG225032-#1;JG225032;2023-04-15;4;7;21
158;SHOOT-JG171935-#1;JG171935;2023-03-02;3;5;20
159;SHOOT-HY553851-#1;HY553851;2015-12-29;12;3;14
160;SHOOT-HY554354-#1;HY554354;2015-12-29;12;3;22
161;SHOOT-JG139995-#2;JG139995;2023-02-03;2;6;23
162;SHOOT-JF327491-#1;JF327491;2022-07-22;7;6;15
163;HOM-JG173707-#1;JG173707;2023-03-04;3;7;12
164;SHOOT-JG190763-#2;JG190763;2023-03-19;3;1;1
165;SHOOT-JG234632-#1;JG234632;2023-04-23;4;1;16
166;SHOOT-JF430946-#1;JF430946;2022-10-11;10;3;19
167;HOM-A390028-#1;A390028;1996-06-03;6;2;14
168;HOM-JG158454-#1;JG158454;2023-02-19;2;1;14
169;HOM-JG158505-#1;JG158505;2023-02-19;2;1;15
170;HOM-JG159486-#1;JG159486;2023-02-19;2;1;22
171;SHOOT-JF392254-#1;JF392254;2022-09-11;9;1;19
172;HOM-JD375079-#1;JD375079;2020-09-22;9;3;0
173;HOM-JF354711-#1;JF354711;2022-08-12;8;6;22
174;SHOOT-JB573005-#1;JB573005;2018-12-30;12;1;18
175;SHOOT-JC447115-#2;JC447115;2019-09-24;9;3;19
176;SHOOT-JE335507-#1;JE335507;2021-08-12;8;5;21
177;SHOOT-JE321538-#1;JE321538;2021-07-31;7;7;21
178;SHOOT-JE342007-#1;JE342007;2021-08-18;8;4;20
179;SHOOT-JD308627-#1;JD308627;2020-07-24;7;6;17
180;SHOOT-JE370018-#1;JE370018;2021-09-11;9;7;19
181;SHOOT-JA403919-#1;JA403919;2017-08-24;8;5;6
182;SHOOT-JE386224-#1;JE386224;2021-09-24;9;6;21
183;SHOOT-JD198290-#1;JD198290;2020-03-30;3;2;14
184;SHOOT-JD233797-#1;JD233797;2020-05-16;5;7;4
185;SHOOT-JE190690-#1;JE190690;2021-04-05;4;2;23
186;SHOOT-JE211102-#1;JE211102;2021-04-26;4;2;20
187;SHOOT-JE217760-#1;JE217760;2021-05-02;5;1;23
188;SHOOT-JG148774-#1;JG148774;2023-02-11;2;7;12
189;SHOOT-JF518742-#1;JF518742;2022-12-21;12;4;14
190;HOM-JG174823-#1;JG174823;2023-03-05;3;1;13
191;SHOOT-JD181968-#1;JD181968;2020-03-11;3;4;13
192;SHOOT-JG148269-#1;JG148269;2023-02-10;2;6;23
193;SHOOT-JG174443-#1;JG174443;2023-03-05;3;1;3
194;SHOOT-JF143590-#1;JF143590;2022-02-13;2;1;22
195;SHOOT-JF496202-#1;JF496202;2022-12-03;12;7;1
196;SHOOT-JG141232-#1;JG141232;2023-02-05;2;1;5
197;HOM-JG175288-#1;JG175288;2023-03-05;3;1;21
198;SHOOT-JG207762-#1;JG207762;2023-04-01;4;7;23
199;SHOOT-JG221937-#1;JG221937;2023-04-13;4;5;15
200;SHOOT-JE466352-#1;JE466352;2021-12-04;12;7;21
201;SHOOT-JG175194-#1;JG175194;2023-03-05;3;1;19
202;SHOOT-JG222685-#1;JG222685;2023-04-14;4;6;3
203;SHOOT-JG171963-#1;JG171963;2023-03-02;3;5;21
204;SHOOT-JE389798-#1;JE389798;2021-09-28;9;3;1
205;SHOOT-JG223571-#1;JG223571;2023-04-14;4;6;18
206;HOM-JE454914-#1;JE454914;2021-11-23;11;3;17
207;SHOOT-JD428703-#1;JD428703;2020-11-11;11;4;20
208;SHOOT-JE456068-#1;JE456068;2021-11-24;11;4;17
209;SHOOT-JG233557-#1;JG233557;2023-04-22;4;7;17
210;SHOOT-JG233449-#1;JG233449;2023-04-22;4;7;15
211;SHOOT-JG232782-#1;JG232782;2023-04-21;4;6;23
212;SHOOT-JG232754-#1;JG232754;2023-04-21;4;6;23
213;HOM-JG174506-#1;JG174506;2023-03-05;3;1;5
214;HOM-JG161306-#1;JG161306;2023-02-21;2;3;22
215;SHOOT-JG176754-#1;JG176754;2023-03-07;3;3;7
216;HOM-JG225976-#1;JG225976;2023-04-16;4;1;16
217;HOM-JG176484-#1;JG176484;2023-03-06;3;2;16
218;SHOOT-JG140979-#2;JG140979;2023-02-04;2;7;21
219;SHOOT-JF339144-#1;JF339144;2022-07-31;7;1;18
220;SHOOT-JG233884-#1;JG233884;2023-04-22;4;7;23
221;SHOOT-JG176425-#1;JG176425;2023-03-06;3;2;19
222;SHOOT-JG176543-#1;JG176543;2023-03-06;3;2;21
223;HOM-JG175910-#1;JG175910;2023-03-06;3;2;13
224;SHOOT-JG234064-#1;JG234064;2023-04-23;4;1;6
225;SHOOT-JG234714-#1;JG234714;2023-04-23;4;1;18
226;SHOOT-JF524587-#1;JF524587;2022-12-27;12;3;21
227;SHOOT-JF522750-#1;JF522750;2022-12-26;12;2;2
228;HOM-JG236158-#1;JG236158;2023-04-24;4;2;21
229;SHOOT-JF434932-#2;JF434932;2022-10-14;10;6;22
230;SHOOT-JG177320-#1;JG177320;2023-03-07;3;3;14
231;SHOOT-JG234823-#1;JG234823;2023-04-23;4;1;17
232;SHOOT-JG235236-#1;JG235236;2023-04-24;4;2;8
233;HOM-JG235039-#1;JG235039;2023-04-24;4;2;4
234;HOM-JD425078-#1;JD425078;2020-11-08;11;1;14
235;SHOOT-JD348734-#1;JD348734;2020-08-28;8;6;21
236;SHOOT-JD102976-#1;JD102976;2020-01-03;1;6;14
237;HOM-JG155540-#1;JG155540;2023-02-17;2;6;2
238;SHOOT-HY555435-#1;HY555435;2015-12-30;12;4;19
239;SHOOT-JG215775-#1;JG215775;2023-04-08;4;7;18
240;SHOOT-JA310535-#1;JA310535;2017-06-17;6;7;2
241;HOM-JG236427-#1;JG236427;2023-04-25;4;3;7
242;SHOOT-JG177752-#1;JG177752;2023-03-07;3;3;20
243;SHOOT-JG234022-#1;JG234022;2023-04-23;4;1;3
244;HOM-JG176895-#1;JG176895;2023-03-07;3;3;10
245;SHOOT-JG176812-#1;JG176812;2023-03-07;3;3;0
246;SHOOT-JG177016-#1;JG177016;2023-03-07;3;3;11
247;SHOOT-JG177772-#1;JG177772;2023-03-07;3;3;21
248;SHOOT-JC216720-#1;JC216720;2019-04-08;4;2;17
249;SHOOT-JE161393-#1;JE161393;2021-03-06;3;7;22
250;SHOOT-JE255457-#5;JE255457;2021-06-06;6;1;3
251;SHOOT-JC292523-#1;JC292523;2019-06-04;6;3;22
252;SHOOT-JE475420-#1;JE475420;2021-12-12;12;1;22
253;SHOOT-JF525753-#2;JF525753;2022-12-28;12;4;21
254;SHOOT-JF524496-#1;JF524496;2022-12-27;12;3;18
255;SHOOT-JE293873-#1;JE293873;2021-07-07;7;4;19
256;HOM-JG235011-#1;JG235011;2023-04-24;4;2;2
257;SHOOT-JF388882-#1;JF388882;2022-09-09;9;6;3
258;SHOOT-JE188954-#1;JE188954;2021-04-04;4;1;6
259;SHOOT-JG108197-#1;JG108197;2023-01-08;1;1;0
260;SHOOT-JF466038-#1;JF466038;2022-11-07;11;2;16
261;SHOOT-JF487103-#1;JF487103;2022-11-25;11;6;11
262;SHOOT-JG167265-#1;JG167265;2023-02-27;2;2;0
263;SHOOT-JG169181-#1;JG169181;2023-02-28;2;3;15
264;SHOOT-JG235979-#1;JG235979;2023-04-24;4;2;18
265;SHOOT-JG179010-#1;JG179010;2023-03-08;3;4;23
266;SHOOT-JG205378-#1;JG205378;2023-03-30;3;5;22
267;SHOOT-JG236056-#1;JG236056;2023-04-24;4;2;18
268;SHOOT-JG150498-#1;JG150498;2023-02-12;2;1;23
269;SHOOT-JG180050-#1;JG180050;2023-03-09;3;5;21
270;SHOOT-JG179033-#1;JG179033;2023-03-09;3;5;0
271;SHOOT-JF279958-#1;JF279958;2022-06-14;6;3;21
272;SHOOT-JG227737-#1;JG227737;2023-04-18;4;3;4
273;HOM-JG237996-#1;JG237996;2023-04-26;4;4;12
274;SHOOT-JG237364-#1;JG237364;2023-04-25;4;3;21
275;SHOOT-JG236864-#1;JG236864;2023-04-25;4;3;14
276;SHOOT-JG180913-#1;JG180913;2023-03-10;3;6;16
277;HOM-JF436125-#2;JF436125;2022-10-15;10;7;23
278;SHOOT-JG238253-#1;JG238253;2023-04-26;4;4;15
279;SHOOT-JG181322-#1;JG181322;2023-03-10;3;6;22
280;SHOOT-JG225310-#1;JG225310;2023-04-16;4;1;4
281;SHOOT-JG238310-#1;JG238310;2023-04-26;4;4;16
282;SHOOT-JG181584-#2;JG181584;2023-03-11;3;7;8
283;HOM-JE386588-#1;JE386588;2021-09-25;9;7;8
284;HOM-JF380306-#1;JF380306;2022-09-02;9;6;13
285;HOM-JF149035-#1;JF149035;2022-02-18;2;6;21
286;SHOOT-JG228503-#1;JG228503;2023-04-18;4;3;16
287;SHOOT-JG227937-#1;JG227937;2023-04-18;4;3;9
288;HOM-JG228311-#1;JG228311;2023-04-18;4;3;0
289;HOM-HM590365-#1;HM590365;2006-09-09;9;7;0
290;SHOOT-JG238540-#1;JG238540;2023-04-26;4;4;19
291;SHOOT-HZ502115-#1;HZ502115;2016-11-04;11;6;12
292;HOM-A000157-#1;A000157;1996-01-01;1;2;4
293;HOM-A003639-#1;A003639;1996-01-03;1;4;19
294;HOM-A004358-#1;A004358;1996-01-04;1;5;9
295;HOM-A005475-#1;A005475;1996-01-04;1;5;21
296;HOM-A006735-#1;A006735;1996-01-05;1;6;17
297;HOM-A011391-#1;A011391;1996-01-09;1;3;19
298;HOM-A020584-#1;A020584;1996-01-15;1;2;20
299;HOM-A025603-#1;A025603;1996-01-18;1;5;16
300;HOM-A026109-#1;A026109;1996-01-18;1;5;21
301;HOM-A027853-#1;A027853;1996-01-19;1;6;22
302;HOM-A033734-#1;A033734;1996-01-23;1;3;12
303;HOM-A041973-#1;A041973;1996-01-28;1;1;3
304;SHOOT-JF325512-#1;JF325512;2022-07-21;7;5;3
305;SHOOT-JF382314-#1;JF382314;2022-09-04;9;1;1
306;HOM-A058781-#1;A058781;1996-01-08;1;2;13
307;HOM-A059609-#1;A059609;1996-01-09;1;3;1
308;HOM-JG223397-#1;JG223397;2023-04-14;4;6;16
309;SHOOT-JF525690-#1;JF525690;2022-12-28;12;4;19
310;HOM-A066732-#1;A066732;1996-01-08;1;2;21
311;HOM-A067125-#1;A067125;1996-01-10;1;4;0
312;HOM-A084677-#1;A084677;1996-02-04;2;1;7
313;SHOOT-JG121219-#1;JG121219;2023-01-18;1;4;19
314;HOM-A089367-#1;A089367;1996-02-07;2;4;0
315;HOM-A089441-#1;A089441;1996-02-07;2;4;2
316;HOM-A090347-#2;A090347;1996-02-07;2;4;15
317;HOM-A091694-#1;A091694;1996-02-08;2;5;9
318;HOM-A093004-#1;A093004;1996-02-09;2;6;0
319;HOM-A099977-#1;A099977;1996-02-12;2;2;21
320;HOM-A102223-#1;A102223;1996-02-14;2;4;9
321;HOM-JG223738-#1;JG223738;2023-04-14;4;6;20
322;SHOOT-JG182586-#1;JG182586;2023-03-12;3;1;5
323;HOM-JG184406-#1;JG184406;2023-03-13;3;2;18
324;HOM-JG181369-#1;JG181369;2023-03-11;3;7;1
325;HOM-A111173-#1;A111173;1996-02-19;2;2;9
326;HOM-A112362-#1;A112362;1996-02-19;2;2;21
327;HOM-A116749-#1;A116749;1996-02-20;2;3;0
328;HOM-A117442-#1;A117442;1996-02-22;2;5;15
329;HOM-A117716-#1;A117716;1996-02-22;2;5;18
330;SHOOT-HY555741-#1;HY555741;2015-12-31;12;5;4
331;SHOOT-HY556211-#1;HY556211;2015-12-31;12;5;15
332;SHOOT-HZ100040-#1;HZ100040;2016-01-01;1;6;0
333;SHOOT-JF428394-#2;JF428394;2022-10-09;10;1;21
334;SHOOT-JG170734-#2;JG170734;2023-03-01;3;4;20
335;SHOOT-JG182321-#1;JG182321;2023-03-11;3;7;0
336;HOM-A117834-#1;A117834;1996-02-22;2;5;18
337;HOM-A119634-#1;A119634;1996-02-23;2;6;17
338;HOM-A122257-#1;A122257;1996-02-25;2;1;0
339;HOM-A122523-#1;A122523;1996-02-25;2;1;2
340;HOM-A125034-#1;A125034;1996-02-26;2;2;5
341;HOM-A127043-#1;A127043;1996-02-27;2;3;22
342;HOM-A127449-#1;A127449;1996-02-28;2;4;8
343;HOM-A135019-#1;A135019;1996-02-05;2;2;8
344;HOM-A165746-#1;A165746;1996-03-07;3;5;12
345;HOM-A169888-#1;A169888;1996-03-09;3;7;20
346;HOM-A171105-#1;A171105;1996-03-10;3;1;16
347;HOM-A173330-#1;A173330;1996-03-11;3;2;21
348;HOM-A175547-#1;A175547;1996-03-13;3;4;4
349;HOM-A183178-#1;A183178;1996-03-17;3;1;2
350;HOM-A184552-#1;A184552;1996-03-18;3;2;7
351;HOM-HL552519-#1;HL552519;2005-08-16;8;3;11
352;HOM-A185571-#1;A185571;1996-03-18;3;2;17
353;HOM-HV117302-#1;HV117302;2012-01-14;1;7;4
354;HOM-A186201-#1;A186201;1996-03-19;3;3;0
355;HOM-A192411-#1;A192411;1996-03-22;3;6;16
356;HOM-A192882-#1;A192882;1996-03-22;3;6;21
357;HOM-A196932-#1;A196932;1996-03-25;3;2;10
358;HOM-A200485-#1;A200485;1996-03-27;3;4;12
359;HOM-A206854-#1;A206854;1996-03-30;3;7;20
360;HOM-A207072-#1;A207072;1996-03-30;3;7;22
361;HOM-A230365-#1;A230365;1996-03-31;3;1;3
362;SHOOT-JG104899-#2;JG104899;2023-01-05;1;5;0
363;HOM-A231326-#1;A231326;1996-04-01;4;2;20
364;HOM-A233047-#1;A233047;1996-04-02;4;3;23
365;HOM-A233173-#1;A233173;1996-04-03;4;4;0
366;HOM-HP489255-#1;HP489255;2008-08-02;8;7;2
367;SHOOT-JG185850-#1;JG185850;2023-03-14;3;3;20
368;HOM-A237344-#1;A237344;1996-04-05;4;6;10
369;HOM-A237820-#1;A237820;1996-04-05;4;6;15
370;HOM-A238180-#1;A238180;1996-04-04;4;5;18
371;HOM-A238819-#1;A238819;1996-04-06;4;7;2
372;HOM-A239125-#1;A239125;1996-04-06;4;7;8
373;HOM-A240461-#1;A240461;1996-04-07;4;1;1
374;SHOOT-JG185849-#1;JG185849;2023-03-14;3;3;21
375;SHOOT-JF497398-#1;JF497398;2022-12-04;12;1;3
376;HOM-JG185350-#1;JG185350;2023-03-14;3;3;14
377;SHOOT-JG186525-#1;JG186525;2023-03-15;3;4;11
378;SHOOT-JG185292-#1;JG185292;2023-03-14;3;3;13
379;HOM-A249764-#1;A249764;1996-04-13;4;7;0
380;HOM-A256906-#1;A256906;1996-04-18;4;5;14
381;HOM-A262495-#1;A262495;1996-04-21;4;1;12
382;HOM-A269379-#1;A269379;1996-04-25;4;5;3
383;HOM-A271988-#1;A271988;1996-04-26;4;6;13
384;HOM-A276616-#1;A276616;1996-04-29;4;2;9
385;HOM-A288816-#1;A288816;1996-04-14;4;1;22
386;HOM-A290872-#1;A290872;1996-04-16;4;3;0
387;HOM-A292753-#1;A292753;1996-04-16;4;3;23
388;HOM-A309296-#1;A309296;1996-05-02;5;5;18
389;HOM-A309507-#1;A309507;1996-05-02;5;5;20
390;HOM-JF389956-#1;JF389956;2022-09-09;9;6;20
391;SHOOT-JB245970-#1;JB245970;2018-05-01;5;3;19
392;SHOOT-JE479065-#1;JE479065;2021-12-15;12;4;21
393;SHOOT-JF330175-#1;JF330175;2022-07-24;7;1;22
394;SHOOT-JG241241-#1;JG241241;2023-04-28;4;6;22
395;HOM-JG187863-#1;JG187863;2023-03-16;3;5;14
396;HOM-A314483-#1;A314483;1996-05-05;5;1;13
397;HOM-A316199-#1;A316199;1996-05-06;5;2;15
398;HOM-A320987-#1;A320987;1996-05-08;5;4;22
399;HOM-A332431-#1;A332431;1996-05-16;5;5;1
400;SHOOT-JG188084-#1;JG188084;2023-03-16;3;5;15
401;SHOOT-HZ100306-#1;HZ100306;2016-01-01;1;6;6
402;SHOOT-HZ100730-#1;HZ100730;2016-01-01;1;6;15
403;HOM-JG239492-#1;JG239492;2023-04-27;4;5;15
404;SHOOT-JG238734-#1;JG238734;2023-04-27;4;5;0
405;SHOOT-JF335086-#1;JF335086;2022-07-28;7;5;14
406;SHOOT-JG239571-#2;JG239571;2023-04-27;4;5;16
407;HOM-A333965-#1;A333965;1996-05-16;5;5;21
408;HOM-A335935-#1;A335935;1996-05-17;5;6;20
409;HOM-A336086-#1;A336086;1996-05-17;5;6;22
410;HOM-A336144-#1;A336144;1996-05-17;5;6;22
411;HOM-A338883-#1;A338883;1996-05-19;5;1;10
412;HOM-A343188-#1;A343188;1996-05-21;5;3;15
413;HOM-A343812-#1;A343812;1996-05-21;5;3;20
414;HOM-A344050-#1;A344050;1996-05-21;5;3;22
415;HOM-A346172-#1;A346172;1996-05-22;5;4;22
416;HOM-A347539-#1;A347539;1996-05-23;5;5;16
417;HOM-A348589-#1;A348589;1996-05-23;5;5;5
418;HOM-A351048-#1;A351048;1996-05-25;5;7;13
419;SHOOT-JG240976-#1;JG240976;2023-04-28;4;6;17
420;SHOOT-JG241238-#1;JG241238;2023-04-28;4;6;22
421;HOM-JF419418-#1;JF419418;2022-10-02;10;1;18
422;SHOOT-JA225224-#1;JA225224;2017-04-14;4;6;23
423;HOM-A353063-#1;A353063;1996-05-26;5;1;15
424;HOM-A353129-#1;A353129;1996-05-26;5;1;16
425;SHOOT-JD315357-#1;JD315357;2020-07-30;7;5;16
