TIME_ID;UNIQUE_ID;CASE_NUMBER;DATE;MONTH;DAY_OF_WEEK;HOUR
45100;SHOOT-JB502627-#1;JB502627;2018-11-04;11;1;0
45101;SHOOT-JB502654-#1;JB502654;2018-11-04;11;1;1
45102;SHOOT-JB504402-#1;JB504402;2018-11-05;11;2;13
45103;SHOOT-JB506263-#1;JB506263;2018-11-06;11;3;17
45104;SHOOT-JB507837-#1;JB507837;2018-11-07;11;4;22
45105;SHOOT-JB508351-#1;JB508351;2018-11-08;11;5;12
45106;SHOOT-JB508964-#1;JB508964;2018-11-08;11;5;20
45107;SHOOT-JB510417-#1;JB510417;2018-11-10;11;7;0
45108;SHOOT-JB511050-#1;JB511050;2018-11-10;11;7;14
45109;SHOOT-JB511417-#1;JB511417;2018-11-10;11;7;19
45110;SHOOT-JB511541-#1;JB511541;2018-11-11;11;1;0
45111;SHOOT-JB511975-#1;JB511975;2018-11-11;11;1;12
45112;SHOOT-JB512606-#1;JB512606;2018-11-12;11;2;0
45113;SHOOT-JB513813-#1;JB513813;2018-11-12;11;2;23
45114;SHOOT-JB516098-#1;JB516098;2018-11-14;11;4;19
45115;SHOOT-JB518179-#1;JB518179;2018-11-16;11;6;13
45116;SHOOT-JB518910-#1;JB518910;2018-11-16;11;6;23
45117;SHOOT-JB519286-#1;JB519286;2018-11-17;11;7;10
45118;SHOOT-JB519911-#1;JB519911;2018-11-17;11;7;18
45119;SHOOT-JB520186-#1;JB520186;2018-11-18;11;1;1
45120;SHOOT-JB520980-#1;JB520980;2018-11-18;11;1;18
45121;SHOOT-JB524952-#1;JB524952;2018-11-22;11;5;1
45122;SHOOT-JB525052-#1;JB525052;2018-11-22;11;5;3
45123;SHOOT-JB525508-#1;JB525508;2018-11-22;11;5;15
45124;SHOOT-JB525687-#1;JB525687;2018-11-22;11;5;23
45125;SHOOT-JB527644-#1;JB527644;2018-11-24;11;7;18
45126;SHOOT-JB528113-#1;JB528113;2018-11-25;11;1;4
45127;SHOOT-JB528241-#1;JB528241;2018-11-25;11;1;9
45128;SHOOT-JB528907-#1;JB528907;2018-11-25;11;1;21
45129;SHOOT-JB529291-#1;JB529291;2018-11-26;11;2;10
45130;SHOOT-JB532302-#1;JB532302;2018-11-28;11;4;16
45131;SHOOT-JB533744-#1;JB533744;2018-11-29;11;5;18
45132;SHOOT-JB534085-#1;JB534085;2018-11-29;11;5;12
45133;SHOOT-JB534086-#1;JB534086;2018-11-29;11;5;23
45134;SHOOT-JB534782-#1;JB534782;2018-11-30;11;6;14
45135;SHOOT-JB536260-#1;JB536260;2018-12-01;12;7;16
45136;SHOOT-JB535221-#1;JB535221;2018-11-30;11;6;19
45137;SHOOT-JB536798-#1;JB536798;2018-12-02;12;1;4
45138;SHOOT-JB537257-#1;JB537257;2018-12-02;12;1;14
45139;SHOOT-JB537451-#1;JB537451;2018-12-02;12;1;17
45140;SHOOT-JB537564-#1;JB537564;2018-12-02;12;1;19
45141;SHOOT-JB537883-#1;JB537883;2018-12-03;12;2;2
45142;SHOOT-JB539946-#1;JB539946;2018-12-04;12;3;14
45143;SHOOT-JB540491-#1;JB540491;2018-12-04;12;3;21
45144;SHOOT-JB541064-#1;JB541064;2018-12-05;12;4;12
45145;SHOOT-JB541114-#1;JB541114;2018-12-05;12;4;12
45146;SHOOT-JB541844-#1;JB541844;2018-12-05;12;4;22
45147;SHOOT-JB541859-#1;JB541859;2018-12-05;12;4;23
45148;SHOOT-JB541967-#1;JB541967;2018-12-06;12;5;3
45149;SHOOT-JB543067-#1;JB543067;2018-12-06;12;5;21
45150;SHOOT-JB543151-#1;JB543151;2018-12-07;12;6;0
45151;SHOOT-JB543163-#1;JB543163;2018-12-07;12;6;1
45152;SHOOT-JB543759-#1;JB543759;2018-12-02;12;1;23
45153;SHOOT-JB543944-#1;JB543944;2018-12-07;12;6;15
45154;SHOOT-JB544655-#1;JB544655;2018-12-08;12;7;3
45155;SHOOT-JB545673-#1;JB545673;2018-12-08;12;7;22
45156;SHOOT-JB545803-#1;JB545803;2018-12-09;12;1;0
45157;SHOOT-JB545851-#1;JB545851;2018-12-09;12;1;2
45158;SHOOT-JB545882-#1;JB545882;2018-12-09;12;1;3
45159;SHOOT-JB545896-#1;JB545896;2018-12-09;12;1;3
45160;SHOOT-JB546267-#1;JB546267;2018-12-09;12;1;13
45161;SHOOT-JB546444-#1;JB546444;2018-12-09;12;1;15
45162;SHOOT-JB546911-#1;JB546911;2018-12-09;12;1;21
45163;SHOOT-JB547404-#1;JB547404;2018-12-10;12;2;12
45164;SHOOT-JB549121-#1;JB549121;2018-12-11;12;3;16
45165;SHOOT-JB553045-#1;JB553045;2018-12-14;12;6;12
45166;SHOOT-JB553825-#1;JB553825;2018-12-14;12;6;23
45167;SHOOT-JB553952-#1;JB553952;2018-12-15;12;7;1
45168;SHOOT-JB554239-#1;JB554239;2018-12-15;12;7;10
45169;SHOOT-JB554709-#1;JB554709;2018-12-15;12;7;16
45170;SHOOT-JB560481-#1;JB560481;2018-12-19;12;4;22
45171;SHOOT-JB561006-#1;JB561006;2018-12-20;12;5;12
45172;SHOOT-JB561270-#1;JB561270;2018-12-20;12;5;15
45173;SHOOT-JB561418-#1;JB561418;2018-12-20;12;5;17
45174;SHOOT-JB556506-#1;JB556506;2018-12-17;12;2;0
45175;SHOOT-JB561941-#1;JB561941;2018-12-20;12;5;22
45176;SHOOT-JB563083-#1;JB563083;2018-12-21;12;6;20
45177;SHOOT-JB563158-#1;JB563158;2018-12-21;12;6;22
45178;SHOOT-JB563721-#1;JB563721;2018-12-22;12;7;11
45179;SHOOT-JB563776-#1;JB563776;2018-12-22;12;7;11
45180;SHOOT-JB564393-#1;JB564393;2018-12-22;12;7;21
45181;SHOOT-JB565370-#1;JB565370;2018-12-23;12;1;18
45182;SHOOT-JB566293-#1;JB566293;2018-12-24;12;2;17
45183;SHOOT-JB569017-#1;JB569017;2018-12-27;12;5;14
45184;SHOOT-JB569662-#1;JB569662;2018-12-28;12;6;0
45185;SHOOT-JB570987-#1;JB570987;2018-12-29;12;7;2
45186;SHOOT-JB571914-#1;JB571914;2018-12-29;12;7;20
45187;SHOOT-JB565724-#1;JB565724;2018-12-24;12;2;4
45188;SHOOT-JB573334-#1;JB573334;2018-12-31;12;2;2
45189;SHOOT-JC102194-#1;JC102194;2019-01-02;1;4;17
45190;SHOOT-JC102377-#1;JC102377;2019-01-02;1;4;20
45191;SHOOT-JC102676-#1;JC102676;2019-01-03;1;5;8
45192;SHOOT-JC103011-#1;JC103011;2019-01-03;1;5;12
45193;SHOOT-JC103659-#1;JC103659;2019-01-03;1;5;19
45194;SHOOT-JC104130-#1;JC104130;2019-01-04;1;6;9
45195;SHOOT-JC104810-#1;JC104810;2019-01-04;1;6;18
45196;SHOOT-JC108747-#1;JC108747;2019-01-08;1;3;1
45197;SHOOT-JC111223-#1;JC111223;2019-01-10;1;5;1
45198;SHOOT-JC112329-#1;JC112329;2019-01-10;1;5;22
45199;SHOOT-JC119051-#1;JC119051;2019-01-16;1;4;13
45200;SHOOT-JC119210-#1;JC119210;2019-01-16;1;4;14
45201;SHOOT-JC119855-#1;JC119855;2019-01-17;1;5;1
45202;SHOOT-JC119974-#1;JC119974;2019-01-17;1;5;8
45203;SHOOT-JC121134-#1;JC121134;2019-01-18;1;6;5
45204;SHOOT-JC124057-#1;JC124057;2019-01-21;1;2;2
45205;SHOOT-JC125324-#1;JC125324;2019-01-22;1;3;10
45206;SHOOT-JC127397-#1;JC127397;2019-01-23;1;4;21
45207;SHOOT-JC130007-#1;JC130007;2019-01-26;1;7;1
45208;SHOOT-JC130084-#1;JC130084;2019-01-26;1;7;5
45209;SHOOT-JC131927-#1;JC131927;2019-01-27;1;1;22
45210;SHOOT-JC131981-#1;JC131981;2019-01-28;1;2;0
45211;SHOOT-JC132390-#1;JC132390;2019-01-28;1;2;12
45212;SHOOT-JC133932-#1;JC133932;2019-01-29;1;3;17
45213;SHOOT-JC135901-#1;JC135901;2019-01-31;1;5;23
45214;SHOOT-JC135956-#1;JC135956;2019-01-31;1;5;23
45215;SHOOT-JC137117-#1;JC137117;2019-02-02;2;7;0
45216;SHOOT-JC137722-#1;JC137722;2019-02-02;2;7;15
45217;SHOOT-JC138212-#1;JC138212;2019-02-02;2;7;22
45218;SHOOT-JC138360-#1;JC138360;2019-02-03;2;1;3
45219;SHOOT-JC138403-#1;JC138403;2019-02-03;2;1;5
45220;SHOOT-JC141679-#1;JC141679;2019-02-05;2;3;19
45221;SHOOT-JC143052-#1;JC143052;2019-02-06;2;4;23
45222;SHOOT-JC143078-#1;JC143078;2019-02-07;2;5;0
45223;SHOOT-JC143130-#1;JC143130;2019-02-07;2;5;3
45224;SHOOT-JC144977-#1;JC144977;2019-02-08;2;6;15
45225;SHOOT-JC145639-#1;JC145639;2019-02-09;2;7;3
45226;SHOOT-JC145836-#1;JC145836;2019-02-09;2;7;10
45227;SHOOT-JC146799-#1;JC146799;2019-02-10;2;1;1
45228;SHOOT-JC146891-#1;JC146891;2019-02-10;2;1;5
45229;SHOOT-JC146985-#1;JC146985;2019-02-10;2;1;9
45230;SHOOT-JC148523-#1;JC148523;2019-02-11;2;2;15
45231;SHOOT-JC152887-#1;JC152887;2019-02-14;2;5;22
45232;SHOOT-JC153040-#1;JC153040;2019-02-15;2;6;2
45233;SHOOT-JC154252-#1;JC154252;2019-02-16;2;7;0
45234;SHOOT-JC155331-#1;JC155331;2019-02-16;2;7;22
45235;SHOOT-JC156230-#1;JC156230;2019-02-17;2;1;18
45236;SHOOT-JC157674-#1;JC157674;2019-02-19;2;3;4
45237;SHOOT-JC158351-#1;JC158351;2019-02-19;2;3;16
45238;SHOOT-JC160602-#1;JC160602;2019-02-21;2;5;14
45239;SHOOT-JC160935-#1;JC160935;2019-02-21;2;5;18
45240;SHOOT-JC160967-#1;JC160967;2019-02-21;2;5;18
45241;SHOOT-JC161206-#1;JC161206;2019-02-21;2;5;22
45242;SHOOT-JC162292-#1;JC162292;2019-02-22;2;6;18
45243;SHOOT-JC162302-#1;JC162302;2019-02-22;2;6;19
45244;SHOOT-JC162582-#1;JC162582;2019-02-22;2;6;23
45245;SHOOT-JC163607-#1;JC163607;2019-02-23;2;7;22
45246;SHOOT-JC163701-#1;JC163701;2019-02-24;2;1;0
45247;SHOOT-JC163935-#1;JC163935;2019-02-24;2;1;6
45248;SHOOT-JC164340-#1;JC164340;2019-02-24;2;1;15
45249;SHOOT-JC164836-#1;JC164836;2019-02-25;2;2;8
45250;SHOOT-JC165316-#1;JC165316;2019-02-25;2;2;14
45251;SHOOT-JC165625-#1;JC165625;2019-02-25;2;2;17
45252;SHOOT-JC167054-#1;JC167054;2019-02-26;2;3;20
45253;SHOOT-JC167979-#1;JC167979;2019-02-27;2;4;17
45254;SHOOT-JC169117-#1;JC169117;2019-02-28;2;5;16
45255;SHOOT-JC170187-#1;JC170187;2019-03-01;3;6;15
45256;SHOOT-JC170554-#1;JC170554;2019-03-01;3;6;20
45257;SHOOT-JC170998-#1;JC170998;2019-03-02;3;7;9
45258;SHOOT-JC171592-#1;JC171592;2019-03-02;3;7;17
45259;SHOOT-JC171943-#1;JC171943;2019-03-03;3;1;3
45260;SHOOT-JC172808-#1;JC172808;2019-03-04;3;2;0
45261;SHOOT-JC173930-#1;JC173930;2019-03-05;3;3;0
45262;SHOOT-JC174508-#1;JC174508;2019-03-05;3;3;14
45263;SHOOT-JC175443-#1;JC175443;2019-03-06;3;4;11
45264;SHOOT-JC176364-#1;JC176364;2019-03-07;3;5;4
45265;SHOOT-JC176975-#1;JC176975;2019-03-07;3;5;15
45266;SHOOT-JC177415-#1;JC177415;2019-03-07;3;5;22
45267;SHOOT-JC180593-#1;JC180593;2019-03-10;3;1;18
45268;SHOOT-JC182910-#1;JC182910;2019-03-12;3;3;16
45269;SHOOT-JC185986-#1;JC185986;2019-03-15;3;6;2
45270;SHOOT-JC188363-#1;JC188363;2019-03-16;3;7;21
45271;SHOOT-JC189501-#1;JC189501;2019-03-17;3;1;21
45272;SHOOT-JC190182-#1;JC190182;2019-03-18;3;2;13
45273;SHOOT-JC190859-#1;JC190859;2019-03-18;3;2;21
45274;SHOOT-JC191684-#1;JC191684;2019-03-19;3;3;15
45275;SHOOT-JC193453-#1;JC193453;2019-03-20;3;4;22
45276;SHOOT-JC194848-#1;JC194848;2019-03-22;3;6;2
45277;SHOOT-JC195475-#1;JC195475;2019-03-22;3;6;14
45278;SHOOT-JC196114-#1;JC196114;2019-03-22;3;6;23
45279;SHOOT-JC197416-#1;JC197416;2019-03-24;3;1;3
45280;SHOOT-JC197566-#1;JC197566;2019-03-24;3;1;1
45281;SHOOT-JC199678-#1;JC199678;2019-03-25;3;2;22
45282;SHOOT-JC199739-#1;JC199739;2019-03-25;3;2;23
45283;SHOOT-JC200385-#1;JC200385;2019-03-26;3;3;14
45284;SHOOT-JC200977-#1;JC200977;2019-03-26;3;3;22
45285;SHOOT-JC201728-#1;JC201728;2019-03-27;3;4;15
45286;SHOOT-JC202065-#1;JC202065;2019-03-27;3;4;19
45287;SHOOT-JC204838-#1;JC204838;2019-03-29;3;6;23
45288;SHOOT-JC205825-#1;JC205825;2019-03-30;3;7;20
45289;SHOOT-JC205830-#1;JC205830;2019-03-30;3;7;20
45290;SHOOT-JC207034-#1;JC207034;2019-03-31;3;1;21
45291;SHOOT-JC208059-#1;JC208059;2019-04-01;4;2;17
45292;SHOOT-JC209703-#1;JC209703;2019-04-03;4;4;2
45293;SHOOT-JC210992-#1;JC210992;2019-04-04;4;5;2
45294;SHOOT-JC213373-#1;JC213373;2019-04-05;4;6;22
45295;SHOOT-JC213623-#1;JC213623;2019-04-06;4;7;6
45296;SHOOT-JC214665-#1;JC214665;2019-04-06;4;7;23
45297;SHOOT-JC215453-#1;JC215453;2019-04-07;4;1;17
45298;SHOOT-JC215608-#1;JC215608;2019-04-07;4;1;20
45299;SHOOT-JC215961-#1;JC215961;2019-04-08;4;2;8
45300;SHOOT-JC216360-#1;JC216360;2019-04-08;4;2;12
45301;SHOOT-JC217673-#1;JC217673;2019-04-09;4;3;12
45302;SHOOT-JC218598-#1;JC218598;2019-04-10;4;4;2
45303;SHOOT-JC218783-#1;JC218783;2019-04-10;4;4;10
45304;SHOOT-JC220717-#1;JC220717;2019-04-11;4;5;17
45305;SHOOT-JC223178-#1;JC223178;2019-04-13;4;7;14
45306;SHOOT-JC223941-#1;JC223941;2019-04-14;4;1;4
45307;SHOOT-JC224791-#1;JC224791;2019-04-14;4;1;20
45308;SHOOT-JC224821-#1;JC224821;2019-04-14;4;1;20
45309;SHOOT-JC228250-#1;JC228250;2019-04-17;4;4;17
45310;SHOOT-JC228329-#1;JC228329;2019-04-17;4;4;18
45311;SHOOT-JC228732-#1;JC228732;2019-04-18;4;5;5
45312;SHOOT-JC228777-#1;JC228777;2019-04-18;4;5;7
45313;SHOOT-JC230123-#1;JC230123;2019-04-19;4;6;11
45314;SHOOT-JC232288-#1;JC232288;2019-04-21;4;1;1
45315;SHOOT-JC232741-#1;JC232741;2019-04-21;4;1;14
45316;SHOOT-JC232898-#1;JC232898;2019-04-21;4;1;17
45317;SHOOT-JC233021-#1;JC233021;2019-04-21;4;1;20
45318;SHOOT-JC233197-#1;JC233197;2019-04-21;4;1;22
45319;SHOOT-JC233250-#1;JC233250;2019-04-21;4;1;22
45320;SHOOT-JC233254-#1;JC233254;2019-04-22;4;2;0
45321;SHOOT-JC233271-#1;JC233271;2019-04-22;4;2;1
45322;SHOOT-JC233948-#1;JC233948;2019-04-22;4;2;14
45323;SHOOT-JC234495-#1;JC234495;2019-04-22;4;2;21
45324;SHOOT-JC239558-#1;JC239558;2019-04-26;4;6;17
45325;SHOOT-JC239870-#1;JC239870;2019-04-26;4;6;21
45326;SHOOT-JC239901-#1;JC239901;2019-04-26;4;6;22
45327;SHOOT-JC240227-#1;JC240227;2019-04-27;4;7;7
45328;SHOOT-JC240344-#1;JC240344;2019-04-27;4;7;10
45329;SHOOT-JC241323-#1;JC241323;2019-04-28;4;1;4
45330;SHOOT-JC242790-#1;JC242790;2019-04-29;4;2;13
45331;SHOOT-JC243138-#1;JC243138;2019-04-29;4;2;17
45332;SHOOT-JC246135-#1;JC246135;2019-05-01;5;4;22
45333;SHOOT-JC261993-#1;JC261993;2019-05-13;5;2;20
45334;SHOOT-JC249938-#1;JC249938;2019-05-04;5;7;19
45335;SHOOT-JC249947-#1;JC249947;2019-05-04;5;7;19
45336;SHOOT-JC250391-#1;JC250391;2019-05-05;5;1;5
45337;SHOOT-JC251128-#1;JC251128;2019-05-05;5;1;18
45338;SHOOT-JC252916-#1;JC252916;2019-05-07;5;3;1
45339;SHOOT-JC253838-#1;JC253838;2019-05-07;5;3;17
45340;SHOOT-JC254921-#1;JC254921;2019-05-08;5;4;14
45341;SHOOT-JC255014-#1;JC255014;2019-05-08;5;4;15
45342;SHOOT-JC256891-#1;JC256891;2019-05-09;5;5;20
45343;SHOOT-JC258195-#1;JC258195;2019-05-10;5;6;19
45344;SHOOT-JC258483-#1;JC258483;2019-05-11;5;7;1
45345;SHOOT-JC259552-#1;JC259552;2019-05-11;5;7;22
45346;SHOOT-JC259758-#1;JC259758;2019-05-12;5;1;4
45347;SHOOT-JC261574-#1;JC261574;2019-05-13;5;2;16
45348;SHOOT-JC262211-#1;JC262211;2019-05-14;5;3;2
45349;SHOOT-JC262468-#1;JC262468;2019-05-14;5;3;10
45350;SHOOT-JC263552-#1;JC263552;2019-05-15;5;4;0
45351;SHOOT-JC264524-#1;JC264524;2019-05-15;5;4;18
45352;SHOOT-JC267758-#1;JC267758;2019-05-18;5;7;3
45353;SHOOT-JC270091-#1;JC270091;2019-05-19;5;1;22
45354;SHOOT-JC270244-#1;JC270244;2019-05-20;5;2;2
45355;SHOOT-JC272999-#1;JC272999;2019-05-21;5;3;22
45356;SHOOT-JC274150-#1;JC274150;2019-05-22;5;4;18
45357;SHOOT-JC274456-#1;JC274456;2019-05-22;5;4;22
45358;SHOOT-JC274703-#1;JC274703;2019-05-23;5;5;3
45359;SHOOT-JC275459-#1;JC275459;2019-05-23;5;5;16
45360;SHOOT-JC276612-#1;JC276612;2019-05-24;5;6;12
45361;SHOOT-JC276706-#1;JC276706;2019-05-24;5;6;13
45362;SHOOT-JC277458-#1;JC277458;2019-05-24;5;6;23
45363;SHOOT-JC277494-#1;JC277494;2019-05-24;5;6;0
45364;SHOOT-JC277894-#1;JC277894;2019-05-25;5;7;10
45365;SHOOT-JC278853-#1;JC278853;2019-05-26;5;1;0
45366;SHOOT-JC278989-#1;JC278989;2019-05-26;5;1;3
45367;SHOOT-JC278997-#1;JC278997;2019-05-26;5;1;3
45368;SHOOT-JC279076-#1;JC279076;2019-05-26;5;1;6
45369;SHOOT-JC279959-#1;JC279959;2019-05-26;5;1;3
45370;SHOOT-JC280420-#1;JC280420;2019-05-27;5;2;10
45371;SHOOT-JC285412-#1;JC285412;2019-05-30;5;5;20
45372;SHOOT-JC285609-#1;JC285609;2019-05-30;5;5;23
45373;SHOOT-JC285616-#1;JC285616;2019-05-30;5;5;23
45374;SHOOT-JC287006-#1;JC287006;2019-05-31;5;6;22
45375;SHOOT-JC287077-#1;JC287077;2019-05-31;5;6;23
45376;SHOOT-JC287185-#1;JC287185;2019-06-01;6;7;1
45377;SHOOT-JC287812-#1;JC287812;2019-06-01;6;7;13
45378;SHOOT-JC291143-#2;JC291143;2019-06-04;6;3;0
45379;SHOOT-JC288117-#1;JC288117;2019-06-01;6;7;17
45380;SHOOT-JC288305-#1;JC288305;2019-06-01;6;7;21
45381;SHOOT-JC289546-#1;JC289546;2019-06-02;6;1;21
45382;SHOOT-JC291112-#1;JC291112;2019-06-03;6;2;23
45383;SHOOT-JC292487-#1;JC292487;2019-06-04;6;3;22
45384;SHOOT-JC295529-#1;JC295529;2019-06-07;6;6;0
45385;SHOOT-JC296640-#1;JC296640;2019-06-07;6;6;19
45386;SHOOT-JC296928-#1;JC296928;2019-06-07;6;6;23
45387;SHOOT-JC296992-#1;JC296992;2019-06-08;6;7;0
45388;SHOOT-JC297016-#1;JC297016;2019-06-08;6;7;1
45389;SHOOT-JC297144-#1;JC297144;2019-06-08;6;7;4
45390;SHOOT-JC297617-#1;JC297617;2019-06-08;6;7;13
45391;SHOOT-JC298254-#1;JC298254;2019-06-08;6;7;23
45392;SHOOT-JC298406-#1;JC298406;2019-06-09;6;1;1
45393;SHOOT-JC301004-#1;JC301004;2019-06-10;6;2;21
45394;SHOOT-JC302428-#1;JC302428;2019-06-11;6;3;20
45395;SHOOT-JC302633-#1;JC302633;2019-06-11;6;3;0
45396;SHOOT-JC303722-#1;JC303722;2019-06-12;6;4;18
45397;SHOOT-JC304081-#1;JC304081;2019-06-12;6;4;23
45398;SHOOT-JC305314-#1;JC305314;2019-06-13;6;5;20
45399;SHOOT-JC306038-#1;JC306038;2019-06-14;6;6;13
45400;SHOOT-JC306914-#1;JC306914;2019-06-14;6;6;23
45401;SHOOT-JC307058-#1;JC307058;2019-06-15;6;7;0
45402;SHOOT-JC307109-#1;JC307109;2019-06-15;6;7;3
45403;SHOOT-JC311811-#1;JC311811;2019-06-18;6;3;16
45404;SHOOT-JC312438-#1;JC312438;2019-06-18;6;3;23
45405;SHOOT-JC313153-#1;JC313153;2019-06-19;6;4;14
45406;SHOOT-JC314607-#1;JC314607;2019-06-20;6;5;16
45407;SHOOT-JC314888-#1;JC314888;2019-06-20;6;5;19
45408;SHOOT-JC314915-#1;JC314915;2019-06-20;6;5;16
45409;SHOOT-JC315194-#1;JC315194;2019-06-21;6;6;2
45410;SHOOT-JC315466-#1;JC315466;2019-06-21;6;6;10
45411;SHOOT-JC316415-#1;JC316415;2019-06-21;6;6;22
45412;SHOOT-JC316478-#1;JC316478;2019-06-22;6;7;0
45413;SHOOT-JC316999-#1;JC316999;2019-06-22;6;7;11
45414;SHOOT-JC317825-#1;JC317825;2019-06-22;6;7;23
45415;SHOOT-JC321391-#1;JC321391;2019-06-25;6;3;14
45416;SHOOT-JC322619-#1;JC322619;2019-06-26;6;4;11
45417;SHOOT-JC323780-#1;JC323780;2019-06-27;6;5;2
45418;SHOOT-JC325096-#1;JC325096;2019-06-27;6;5;23
45419;SHOOT-JC325575-#1;JC325575;2019-06-28;6;6;11
45420;SHOOT-JC326276-#1;JC326276;2019-06-28;6;6;18
45421;SHOOT-JC326471-#1;JC326471;2019-06-28;6;6;21
45422;SHOOT-JC326773-#1;JC326773;2019-06-29;6;7;2
45423;SHOOT-JC327540-#1;JC327540;2019-06-29;6;7;16
45424;SHOOT-JC327862-#1;JC327862;2019-06-29;6;7;20
45425;SHOOT-JC327993-#1;JC327993;2019-06-29;6;7;23
45426;SHOOT-JC328052-#1;JC328052;2019-06-30;6;1;0
45427;SHOOT-JC328262-#1;JC328262;2019-06-30;6;1;5
45428;SHOOT-JC329285-#1;JC329285;2019-06-30;6;1;21
45429;SHOOT-JC329333-#1;JC329333;2019-06-30;6;1;21
45430;SHOOT-JC329529-#1;JC329529;2019-07-01;7;2;2
45431;SHOOT-JC331101-#1;JC331101;2019-07-02;7;3;2
45432;SHOOT-JC333942-#1;JC333942;2019-07-04;7;5;0
45433;SHOOT-JC334629-#1;JC334629;2019-07-04;7;5;16
45434;SHOOT-JC334877-#1;JC334877;2019-07-04;7;5;20
45435;SHOOT-JC335050-#1;JC335050;2019-07-04;7;5;23
45436;SHOOT-JC335059-#1;JC335059;2019-07-04;7;5;23
45437;SHOOT-JC335265-#1;JC335265;2019-07-05;7;6;1
45438;SHOOT-JC335271-#1;JC335271;2019-07-05;7;6;1
45439;SHOOT-JC335287-#1;JC335287;2019-07-04;7;5;0
45440;SHOOT-JC335337-#1;JC335337;2019-07-05;7;6;2
45441;SHOOT-JC335403-#1;JC335403;2019-07-05;7;6;4
45442;SHOOT-JC335430-#1;JC335430;2019-07-05;7;6;5
45443;SHOOT-JC336888-#1;JC336888;2019-07-06;7;7;3
45444;SHOOT-JC336931-#1;JC336931;2019-07-06;7;7;5
45445;SHOOT-JC337447-#1;JC337447;2019-07-06;7;7;15
45446;SHOOT-JC338476-#1;JC338476;2019-07-07;7;1;11
45447;SHOOT-JC341699-#1;JC341699;2019-07-09;7;3;17
45448;SHOOT-JC342026-#1;JC342026;2019-07-09;7;3;22
45449;SHOOT-JC344986-#1;JC344986;2019-07-11;7;5;23
45450;SHOOT-JC346558-#1;JC346558;2019-07-13;7;7;2
45451;SHOOT-JC346635-#1;JC346635;2019-07-13;7;7;5
45452;SHOOT-JC346751-#1;JC346751;2019-07-13;7;7;9
45453;SHOOT-JC347984-#1;JC347984;2019-07-14;7;1;3
45454;SHOOT-JC349082-#1;JC349082;2019-07-14;7;1;22
45455;SHOOT-JC349764-#1;JC349764;2019-07-15;7;2;12
45456;SHOOT-JC350570-#1;JC350570;2019-07-15;7;2;22
45457;SHOOT-JC351178-#1;JC351178;2019-07-16;7;3;12
45458;SHOOT-JC351827-#1;JC351827;2019-07-16;7;3;19
45459;SHOOT-JC351918-#1;JC351918;2019-07-16;7;3;20
45460;SHOOT-JC352036-#1;JC352036;2019-07-16;7;3;20
45461;SHOOT-JC352199-#1;JC352199;2019-07-17;7;4;2
45462;SHOOT-JC354803-#1;JC354803;2019-07-18;7;5;21
45463;SHOOT-JC354993-#1;JC354993;2019-07-19;7;6;1
45464;SHOOT-JC356166-#1;JC356166;2019-07-19;7;6;20
45465;SHOOT-JC356383-#1;JC356383;2019-07-20;7;7;0
45466;SHOOT-JC356419-#1;JC356419;2019-07-20;7;7;1
45467;SHOOT-JC356443-#1;JC356443;2019-07-20;7;7;1
45468;SHOOT-JC357663-#1;JC357663;2019-07-20;7;7;22
45469;SHOOT-JC357901-#1;JC357901;2019-07-21;7;1;2
45470;SHOOT-JC357902-#1;JC357902;2019-07-20;7;7;22
45471;SHOOT-JC357919-#1;JC357919;2019-07-21;7;1;2
45472;SHOOT-JC358783-#1;JC358783;2019-07-21;7;1;19
45473;SHOOT-JC360516-#1;JC360516;2019-07-22;7;2;23
45474;SHOOT-JC361166-#1;JC361166;2019-07-23;7;3;13
45475;SHOOT-JC361843-#1;JC361843;2019-07-23;7;3;21
45476;SHOOT-JC361851-#1;JC361851;2019-07-23;7;3;21
45477;SHOOT-JC362682-#1;JC362682;2019-07-24;7;4;14
45478;SHOOT-JC362953-#1;JC362953;2019-07-24;7;4;17
45479;SHOOT-JC363450-#1;JC363450;2019-07-25;7;5;0
45480;SHOOT-JC364784-#1;JC364784;2019-07-26;7;6;0
45481;SHOOT-JC365424-#1;JC365424;2019-07-26;7;6;11
45482;SHOOT-JC365999-#1;JC365999;2019-07-26;7;6;19
45483;SHOOT-JC367710-#1;JC367710;2019-07-28;7;1;2
45484;SHOOT-JC367813-#1;JC367813;2019-07-28;7;1;4
45485;SHOOT-JC368933-#1;JC368933;2019-07-28;7;1;23
45486;SHOOT-JC369752-#1;JC369752;2019-07-29;7;2;15
45487;SHOOT-JC371382-#1;JC371382;2019-07-30;7;3;16
45488;SHOOT-JC371641-#1;JC371641;2019-07-30;7;3;18
45489;SHOOT-JC371747-#1;JC371747;2019-07-30;7;3;20
45490;SHOOT-JC372349-#1;JC372349;2019-07-31;7;4;11
45491;SHOOT-JC374627-#1;JC374627;2019-08-01;8;5;22
45492;SHOOT-JC374754-#1;JC374754;2019-08-02;8;6;1
45493;SHOOT-JC375989-#1;JC375989;2019-08-02;8;6;21
45494;SHOOT-JC376185-#1;JC376185;2019-08-03;8;7;1
45495;SHOOT-JC376873-#1;JC376873;2019-08-03;8;7;15
45496;SHOOT-JC377663-#1;JC377663;2019-08-04;8;1;3
45497;SHOOT-JC378962-#1;JC378962;2019-08-05;8;2;3
